IMPORTANT :

This document is based on the standard data model of Sage X3 and may contain errors as it is an AI translation from images.
Throughout the document, tables are generally represented in the form XXX - YYYYYYYYYY where XXX is the abbreviated code of the table and YYYYYYYYYY is the actual code of the table in the database.
For fields, sometimes the notation AAAA: BBBBBBBBBB is used, where AAAA indicates the index code and BBBBBBBBBB indicates the field code.

This document, though assisted by AI, bears the mark of Guillaume Clément's passionate dedication, which spanned countless hours.

# COMMON DATA 1 - COMPANY AND SITES

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
FCY - FACILITY | Sites | FCYD: FCY | FCY | STO - STOCK | Stock | STOCP: STOFCY, STOCU
TST - TABSTATO | Stock status report | TSTD: STASTO | STASTO | STO - STOCK | Stock | STOCP: STOFCY, STOCU
SRT - STTKTRS | Stock transactions | SRTD: SRTTYP, SRTNUM | SRTTYP, SRTNUM | BPR - BPPARTNER | Business partner | BPRD: BPRNUM

# MANUFACTURING 1 - TECHNICAL DATA

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | ROH - ROUTING | Routings - header | ROH1 : ITMREF, ROUALT, FCY
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | ROS - ROUSCD | Routing - scheduling operation | ROS0 : FCY, ITMREF, ROUALT, OPENUM
ROH - ROUTING | Routings - header | ROH0 : FCY, ITMREF, ROUALT | FCY, ITMREF, ROUALT | TRO - TABROUALT | BOM routings | TROD : ROUALT
ROH - ROUTING | Routings - header | ROH0 : FCY, ITMREF, ROUALT | ITMREF, ROUALT | ITM - ITMMASTER | Products | ITM0 : ITMREF
ROO - ROUOPE | Routing - operations | ROO0 : FCY, ITMREF, ROUALT, OPE | FCY, ITMREF, ROUALT, OPENUM | ROS - ROUSCD | Routing - scheduling operation | ROS0 : FCY, ITMREF, ROUALT, OPENUM
TRO - TABROUALT | BOM routings | TROD : ROUALT | ROUALT | ROH - ROUTING | Routings - header | ROH0 : FCY, ITMREF, ROUALT
TRO - TABROUALT | BOM routings | TROD : ROUALT | i-1 to 3 | BOMALT | ITM - ITMMASTER | Products | ITM0 : ITMREF
MWS - WORKSTATIO | Work centers | WST0 : WST | WST | ROO - ROUOPE | Routing - operations | ROO0 : FCY, ITMREF, ROUALT, OPE
MWS - WORKSTATIO | Work centers | WST0 : WST | WST, WCFCY | TWC - TABWRKCTR | Work center groups | TWC0 : WCR
MWS - WORKSTATIO | Work centers | WST0 : WST | WST, WCFCY, STOLOC | STC - STOLOC | Locations | STC0 : STOFCY, LOC
TWC - TABWRKCTR | Work center groups | TWC0 : WCR | WCR | MWS - WORKSTATIO | Work centers | WST0 : WST
TWC - TABWRKCTR | Work center groups | TWC0 : WCR | WCR, WCFCY, STOLOC | STC - STOLOC | Locations | STC0 : STOFCY, LOC
STC - STOLOC | Locations | STC0 : STOFCY, LOC | STOFCY, LOC | MWS - WORKSTATIO | Work centers | WST0 : WST
STC - STOLOC | Locations | STC0 : STOFCY, LOC | STOFCY, LOC | TWC - TABWRKCTR | Work center groups | TWC0 : WCR
TUN - TABUNIT | Table of units of measure | TUN0 : UOM | UOM | ROO - ROUOPE | Routing - operations | ROO0 : FCY, ITMREF, ROUALT, OPE
FCY - FACILITY | Sites | FCY0 : FCY | FCY | ROH - ROUTING | Routings - header | ROH0 : FCY, ITMREF, ROUALT
FCY - FACILITY | Sites | FCY0 : FCY | FCY | MWS - WORKSTATIO | Work centers | WST0 : WST
TBO - TABBOMALT | BOM codes | TBO0 : BOMALTTYP, BOMALT | BOMALTTYP, BOMALT | TRO - TABROUALT | BOM routings | TROD : ROUALT
MWC - WORKCOST | Costing dimension | WCT0 : VLTCCE, VLFCY | VLTCCE, VLFCY | MWS - WORKSTATIO | Work centers | WST0 : WST

# MANUFACTURING 2 - MANUFACTURING ORDERS

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | PLNFCY | FCY - FACILITY | Sites | FCY0 : FCY
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGFCY | FCY - FACILITY | Sites | FCY0 : FCY
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFM - MFGMAT | Work order - materials | MFM0 : MFGNUM, BOMSEQ, ITMREF
MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM | MFGNUM, OPENUM | SCH - SCHEDULING | Work order scheduling | SCH0 : MFGNUM, OPENUM, OPESPLNUM
MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM | MFGNUM, OPENUM, OPESPLNUM | OPS - OPERATIONS | Load in progress | OPS0 : OPSNUM
MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM | MFGFCY | FCY - FACILITY | Sites | FCY0 : FCY
MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM | MFGNUM, MFGITM | ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY
MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM | BOMALT, MFGITM | TBO - TABBOMALT | BOM codes | TBO0 : BOMALTTYP, BOMALT
MFM - MFGMAT | Work order - materials | MFM0 : MFGNUM, BOMSEQ, ITMREF | MFGNUM, BOMSEQ, ITMREF | CCE - CACCE | Dimensions | CCE0 : ID - CCE
ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY | ITMREF, MFGFCY | MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM
ORD - ORDERS | ORD0 | WIPNUM | ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY
WIP | Work in progress | WIP0 : WTYPP, WIPNUM, ITMREF | WTYPP, WIPNUM | ORD - ORDERS | ORD0 | None specified
TRO - TABROUALT | BOM routings | TRO0 : ROUALT | ROUALT | STU | None specified | None specified
TUN - TABUNIT | Table of units of measure | TUN0 : UOM | UOM | MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM
BPS - BPSSUPPLIER | Suppliers | BPS0 : BPSNUM | BPSNUM | OPS - OPERATIONS | Load in progress | OPS0 : OPSNUM

# MANUFACTURING 3 - MANUFACTURING TRACKING

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MTK - MFGHEADTRK | Manufacture tracking - header | MTK0 : MFGTRKNUM
MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM | MFGNUM, OPENUM, OPESPLNUM | MIK - MFGOPETRK | Manufacture tracking - operation | MIK0 : MFGTRKNUM, OPE TRKLN
MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM | MFGNUM | MTK - MFGHEADTRK | Manufacture tracking - header | MTK0 : MFGTRKNUM
MIK - MFGOPETRK | Manufacture tracking - operation | MIK0 : MFGTRKNUM, OPE TRKLN | MFGTRKNUM, OPE TRKLN | MWI - WIPCOST | WIP valuation | MWI0 : WIPVAL, VCRNUM, VCR LIN, WTYPE
MIK - MFGOPETRK | Manufacture tracking - operation | MIK0 : MFGTRKNUM, OPE TRKLN | MFGTRKNUM | MTK - MFGHEADTRK | Manufacture tracking - header | MTK0 : MFGTRKNUM
MTA - MTCKRDAWS | Technical sheets - responses | MTA0 : MFGTRKNUM, OPE TRKLN, OPSNUM | MFGTRKNUM, OPE TRKLN, OPSNUM | MIK - MFGOPETRK | Manufacture tracking - operation | MIK0 : MFGTRKNUM, OPE TRKLN
MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM | MFGNUM, MFGITM | MKI - MFGITMTRK | Manufacture tracking - products | MKI0 : MFGTRKNUM, ITM TRKLN
MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM | MFGNUM | MTK - MFGHEADTRK | Manufacture tracking - header | MTK0 : MFGTRKNUM
MKI - MFGITMTRK | Manufacture tracking - products | MKI0 : MFGTRKNUM, ITM TRKLN | MFGTRKNUM, ITM TRKLN | STJ - STOJOU | Stock journal | STJ0 : STOJCY, UPDDOC, ITMREF, PIT, WPTA, MVISEQ, MVITIND
MTK - MFGHEADTRK | Manufacture tracking - header | MTK0 : MFGTRKNUM | MFGTRKNUM | MKI - MFGITMTRK | Manufacture tracking - products | MKI0 : MFGTRKNUM, ITM TRKLN
MTK - MFGHEADTRK | Manufacture tracking - header | MTK0 : MFGTRKNUM | MFGTRKNUM | MIK - MFGOPETRK | Manufacture tracking - operation | MIK0 : MFGTRKNUM, OPE TRKLN
MFM - MFGMAT | Work order - materials | MFM0 : MFGNUM, MFGITM, BOMSEQ, ITMREF | MFGNUM, MFGITM, BOMSEQ, ITMREF | MKM - MFGMATTRK | Manufacture tracking - material | MKM0 : MFGTRKNUM, MATERIAL TRKLN
MKM - MFGMATTRK | Manufacture tracking - material | MKM0 : MFGTRKNUM, MATERIAL TRKLN | MFGTRKNUM, MATERIAL TRKLN | STJ - STOJOU | Stock journal | STJ0 : STOJCY, UPDDOC, ITMREF, PIT, WPTA, MVISEQ, MVITIND
MWI - WIPCOST | WIP valuation | MWI0 : WIPVAL, VCRNUM, VCR LIN, WTYPE | WIPVAL, VCRNUM, VCR LIN, WTYPE | MIK - MFGOPETRK | Manufacture tracking - operation | MIK0 : MFGTRKNUM, OPE TRKLN

# MANUFACTURING 4 - MASTER PLANNING SCHEDULE

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | ITB - ITMBOM | Products - BOMs | ITB0 : ITMREF, BOMALT, LLTYPE
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | ROH - ROUTING | Routings - header | ROH0 : ITMREF, ROUALT, FCY
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | STO - STOCK | Stock | STO0 : STOFCY, STOLOC
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | STL - STOLOT | Lot numbers | STL0 : ITMREF, LOT, SILO
ROH - ROUTING | Routings - header | ROH0 : ITMREF, ROUALT, FCY | ITMREF, ROUALT, FCY | BOH - BOM | Header BOMs | BOH0 : ITMREF, BOMALT, LLTYPE
ROH - ROUTING | Routings - header | ROH0 : ITMREF, ROUALT, FCY | ITMREF, ROUALT | ROO - ROUOPE | Routing - operations | ROO0 : ITMREF, ROUALT, OPE
ROO - ROUOPE | Routing - operations | ROO0 : ITMREF, ROUALT, OPE | ITMREF, ROUALT, OPENUM | ROS - ROUSCD | Routing - scheduling operation | ROS0 : ITMREF, ROUALT, OPENUM
BOH - BOM | Header BOMs | BOH0 : ITMREF, BOMALT, LLTYPE | ITMREF, BOMALT | BOD - BOMD | Detail BOMs | BOD0 : ITMREF, BOMSEQ, COMPONENT, BOMALT, BOMTYP
ORD - ORDERS | ORD0 : ORDNUM | WIPNUM, ITMREF | ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, MFGFCY
FCY - FACILITY | Sites | FCY0 : FCY | FCY | PJA - PAJRAL | Scheduling parameters | PJA0 : MFGFCY
FCY - FACILITY | Sites | FCY0 : FCY | STOFCY, MFGFCY, WRCFCY | ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, MFGFCY
ORD - ORDERS | ORD0 : ORDNUM | STOFCY, ITMREF | PDH - PDHPEA | MPS calculation header | PDH0 : STOFCY, ITMREF
ORD - ORDERS | ORD0 : ORDNUM | WIPNUM | WIP | Work in progress | WIP0 : WIPNUM, VCRNUM, ITMREF
PDD - PDDPET | MPS calculation detail | PDD0 : STOFCY, ITMREF, WIPNUM | STOFCY, ITMREF, WIPNUM | PDH - PDHPEA | MPS calculation header | PDH0 : STOFCY, ITMREF
OPS - OPERATIONS | Load in progress | OPS0 : OPSNUM | OPSNUM | BPS - BPSSUPPLIER | Suppliers | BPS0 : BPSNUM
SES - SEASON | Trend profiles | SES0 : SESCOD | SESCOD | TRP - TABREOPOL | Reorder table profiles | TRP0 : REOPOL
STL - STOLOT | Lot numbers | STL0 : ITMREF, LOT, SILO | ITMREF, LOT | STO - STOCK | Stock | STO0 : STOFCY, STOLOC
TBO - TABBOMALT | BOM codes | TBO0 : BOMALTTYP, BOMALT | BOMALTTYP, BOMALT | ITB - ITMBOM | Products - BOMs | ITB0 : ITMREF, BOMALT, LLTYPE
TWD - TABWEEDIA | Weekly structures | TWD0 : TWD | TWD | PCB - PARAMRP | Requirements parameters | PCB0 : STOFCY
WKI - WORKLOAD | Production load | WKI0 : MFGFCY, WST, PEREND | MFGFCY | MWS - WORKSTATIO | Work centers | WST0 : WST

# MANUFACTURING 5 - PRODUCT COST CALCULATION

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | ITC - ITMCOST | Products-costs | ITC0 : STOFCY, ITMREF, CSTE_TYP, CSTE_UID
ITM - ITMMASTER | Products | ITM0 : ITMREF | ITMREF | OVE - OVERHEAD | Overhead codes | OVE0 : OVECOD
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM
MFG - MFGHEAD | Work order - header | MFG0 : MFGNUM | MFGNUM | MFM - MFGMAT | Work order - materials | MFM0 : MFGNUM, MFGITM, BOMSEQ, ITMREF
MFI - MFGITM | Work orders - products | MFI0 : MFGNUM, MFGITM | MFGNUM, MFGITM | ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY
MFM - MFGMAT | Work order - materials | MFM0 : MFGNUM, MFGITM, BOMSEQ, ITMREF | MFGNUM, ITMREF | MCC - MFGMAT | Material detail | MCC0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, MATREF, UID
MFO - MFGOPE | Work order - operations | MFO0 : MFGNUM, OPENUM, OPESPLNUM | MFGNUM, OPENUM | MCW - MFGCWST | Operation detail | MCW0 : STOFCY, ITMREF, VCRNUM, VCR LIN, WTYPE, WST, UID
ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY | ITMREF, STOFCY | ITC - ITMCOST | Products-costs | ITC0 : STOFCY, ITMREF, CSTE_TYP, CSTE_UID
CCE - CACCE | Dimensions | CCE0 : ID - CCE | DIE - CCE | ITM - ITMMASTER | Products | ITM0 : ITMREF
CCE - CACCE | Dimensions | CCE0 : ID - CCE | DIE - CCE | OVE - OVERHEAD | Overhead codes | OVE0 : OVECOD
CAC - GACCCODE | Accounting codes | CAC0 : TYP - ACCCOD + COA | TYP, ACCCOD | OVE - OVERHEAD | Overhead codes | OVE0 : OVECOD
MWC - WORKCOST | Costing dimension | WCT0 : VLTCCE + VLFCY | VLTCCE, VLFCY | ITM - ITMMASTER | Products | ITM0 : ITMREF
GAU - GAUTACE | Automatic journals | GAU0 : COD | COD | CAC - GACCCODE | Accounting codes | CAC0 : TYP - ACCCOD + COA
MFC - MFGCOST | Cost price | MFC0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | MCC - MFGMAT | Material detail | MCC0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, MATREF, UID
MFC - MFGCOST | Cost price | MFC0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | MCW - MFGCWST | Operation detail | MCW0 : STOFCY, ITMREF, VCRNUM, VCR LIN, WTYPE, WST, UID
MFC - MFGCOST | Cost price | MFC0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | MCN - MFCNAT | Nature detail | MCN0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, NATREF, UID
MFC - MFGCOST | Cost price | MFC0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID | MCS - MFCSCRAP | Scrap cost | MCS0 : STOFCY, ITMREF, VCRNUM, VCR LIN, MCTYP, UID

# MANUFACTURING 6 - STANDARD COST CALCULATION

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
ITC - ITMCOST | Products-costs | ITC0 : STOFCY, ITMREF, CSTE_TYP, UID | ITMREF, STOFCY | ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY
ITC - ITMCOST | Products-costs | ITC0 : STOFCY, ITMREF, CSTE_TYP, UID | ITMREF, STOFCY, CSTE_TYP, UID | ICN - TCNAT | Nature detail - costs | ICN0 : STOFCY, ITMREF, CSTE_TYP, CSTE_UID, OVENAT, UID
ITC - ITMCOST | Products-costs | ITC0 : STOFCY, ITMREF, CSTE_TYP, UID | ITMREF, STOFCY, CSTE_TYP, UID | ICC - ITCMAT | Temporary products - cost | ICC0 : STOFCY, ITMREF, CSTE_TYP, CSTE_UID, MATREF, EXCEVAL, QTYNPT, UID
ITC - ITMCOST | Products-costs | ITC0 : STOFCY, ITMREF, CSTE_TYP, UID | ITMREF, STOFCY, CSTE_TYP, UID | IWC - ITCWST | Temporary products - cost | IWC0 : STOFCY, ITMREF, CSTE_TYP, CSTE_UID, WST, UID
ROH - ROUTING | Routings - header | ROH0 : ITMREF, ROUALT, FCY | ITMREF, ROUALT, FCY | TRO - TABROUALT | BOM routings | TRO0 : ROUALT
ROH - ROUTING | Routings - header | ROH0 : ITMREF, ROUALT, FCY | ITMREF, ROUALT, FCY | BOH - BOM | Header BOMs | BOH0 : ITMREF, BOMALT, LLTYPE
ROO - ROUOPE | Routing - operations | ROO0 : FCY, ITMREF, ROUALT, OPE | FCY, ITMREF, ROUALT, OPE | MWS - WORKSTATIO | Work centers | WST0 : WST, WRCFCY
TRO - TABROUALT | BOM routings | TRO0 : ROUALT | ROUALT | ROH - ROUTING | Routings - header | ROH0 : ITMREF, ROUALT, FCY
TBO - TABBOMALT | BOM codes | TBO0 : BOMALTTYP, BOMALT | BOMALTTYP, BOMALT | BOH - BOM | Header BOMs | BOH0 : ITMREF, BOMALT, LLTYPE
BOH - BOM | Header BOMs | BOH0 : ITMREF, BOMALT, LLTYPE | ITMREF, BOMALT | BOD - BOMD | Detail BOMs | BOD0 : ITMREF, BOMSEQ, COMPONENT, BOMALT, BOMTYP
MWS - WORKSTATIO | Work centers | WST0 : WST, WRCFCY | WST | ROO - ROUOPE | Routing - operations | ROO0 : FCY, ITMREF, ROUALT, OPE
ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY | ITMREF, STOFCY | OVE - OVERHEAD | Overhead codes | OVE0 : OVECOD
FCY - FACILITY | Sites | FCY0 : FCY | FCY | MWS - WORKSTATIO | Work centers | WST0 : WST, WRCFCY
FCY - FACILITY | Sites | FCY0 : FCY | FCY | ITF - ITMFACILIT | Products-sites | ITF0 : ITMREF, STOFCY
OVE - OVERHEAD | Overhead codes | OVE0 : OVECOD | OVECOD | MWC - WORKCOST | Costing dimension | WCT0 : VLTCCE, VLFCY

# ACCOUNTING 1 - ACCOUNTING ENTRY

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
GDE - GDIAENTRY | Entry transactions | GDE0 : DIA | DACDIA | CPY - COMPANY | Company | CPY0 : CPY
GTE - GTYACCENT | Document types | GTE0 : TYP - LEG | TYP | JOU - GJOURNAL | Journal codes | JOU0 : JUD + LEG
JOU - GJOURNAL | Journal codes | JOU0 : JUD + LEG | JOU | N/A | N/A | N/A
ADI - ATABDIV | Miscellaneous | CODE : NUMTAB + CODE | CODE | DAE - GACCENTRYD | Accounting entry lines | DAE0 : TYP + NULM + LINE + LEDTYP
TVT - TABVAT | Tax code table | TYT0 : VAT + LEG | TAX | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
TUN - TABUNIT | Table of units of measure | TUN0 : UOM | UOM | N/A | N/A | N/A
BPR - BPARTNER | Business partner | BPR0 : BPRNUM | BPR | SOI - SOI | Statement creation | SOI0 : SONUM
SOI - SOI | Statement creation | SOI0 : SONUM | SOI | DUD - GACCDUDATE | Open items | DUD0 : TYP + NULM + LIG + DUDLIG
DUD - GACCDUDATE | Open items | DUD0 : TYP + NULM + LIG + DUDLIG | ACC | DSP - CADSP | Analytical allocations | DSP0 : DSP
TDA - TADBEPPAGIO | Early discount/late charge | TDA0 : DEP + LEG | DEP | N/A | N/A | N/A
CPY - COMPANY | Company | CPY0 : CPY | CPY | FCY - FACILITY | Sites | FCY0 : FCY
FCY - FACILITY | Sites | FCY0 : FCY | FCY | HAE - GACCENTRY | Accounting entries | HAE0 : TYP + NULM
TCU - TABCUR | Currency table | TCU0 : CUR | ACM | GCM - GACM | Account core model | GCM0 : GACM
GCM - GACM | Account core model | GCM0 : GACM | LED | LED - GLED | Ledger | LED0 : LED
LED - GLED | Ledger | LED0 : LED | COA | COA - GCOA | Chart of accounts | COA0 : COA
COA - GCOA | Chart of accounts | COA0 : COA | COA | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC | ACC | DAA - GACCENTRYA | Analytical line allocations | DAA0 : TYP + NULM + LIN + LEDTYP
DIE - GDIE | Dimension types | DIE0 : DIE | DIE | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE | DIE - GDIE | Dimension types | DIE0 : DIE
CPY - COMPANY | Company | CPY0 : CPY | LEGCPY | FCY - FACILITY | Sites | FCY0 : FCY
FCY - FACILITY | Sites | FCY0 : FCY | FCY | HAE - GACCENTRY | Accounting entries | HAE0 : TYP + NULM
TCU - TABCUR | Currency table | TCU0 : CUR | ACCCUR, CURCOSB | CPY - COMPANY, GAC - GACACCOUNT | Company, Accounts | CPY0 : CPY, GAC0 : COA + ACC
GCM - GACM | Account core model | GCM0 : GACM | LED | LED - GLED | Ledger | LED0 : LED
LED - GLED | Ledger | LED0 : LED | COA | COA - GCOA | Chart of accounts | COA0 : COA
COA - GCOA | Chart of accounts | COA0 : COA | COA, ACC | GAC - GACACCOUNT, HAE - GACCENTRY | Accounts, Accounting entries | GAC0 : COA + ACC, HAE0 : TYP + NULM
GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC | COA, ACC, TYP, NULM, LIN, LEDTYP | COA - GCOA, DAE - GACCENTRYD, DSP - CADSP, DIE - GDIE, DAA - GACCENTRYA | Chart of accounts, Accounting entry lines, Analytical allocations, Dimension types, Analytical line allocations | COA0 : COA, DAE0 : TYP + NULM + LINE + LEDTYP, DSP0 : DSP, DIE0 : DIE, DAA0 : TYP + NULM + LIN + LEDTYP
DIE - GDIE | Dimension types | DIE0 : DIE | DIE | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | DIE, CCE | DIE - GDIE, DIE - GDIE (self-reference) | Dimension types, Dimension types (self-reference) | DIE0 : DIE, DIE0 : DIE
BPR - BPARTNER | Business partner | BPR0 : BPRNUM | BPR | SOI - SOI | Statement creation | SOI0 : SONUM
SOI - SOI | Statement creation | SOI0 : SONUM | SOI | DUD - GACCDUDATE | Open items | DUD0 : TYP + NULM + LIG + DUDLIG
DUD - GACCDUDATE | Open items | DUD0 : TYP + NULM + LIG + DUDLIG | ACC, DEP | DSP - CADSP, TDA - TADBEPPAGIO | Analytical allocations, Early discount/late charge | DSP0 : DSP, TDA0 : DEP + LEG
JOU - GJOURNAL | Journal codes | JOU0 : JUD + LEG | JOU, 306|BANC|ABT, 351|SIT1, 352|SIT2 | ADI - ATABDIV, TVT - TABVAT, DAE - GACCENTRYD | Miscellaneous, Tax code table, Accounting entry lines | CODE : NUMTAB + CODE, TYT0 : VAT + LEG, DAE0 : TYP + NULM + LINE + LEDTYP
GDE - GDIAENTRY | Entry transactions | GDE0 : DIA | DACDIA | CPY - COMPANY | Company | CPY0 : CPY
GTE - GTYACCENT | Document types | GTE0 : TYP - LEG | TYP | JOU - GJOURNAL | Journal codes | JOU0 : JUD + LEG
ADI - ATABDIV | Miscellaneous | CODE : NUMTAB + CODE | CODE | DAE - GACCENTRYD | Accounting entry lines | DAE0 : TYP + NULM + LINE + LEDTYP
TVT - TABVAT | Tax code table | TYT0 : VAT + LEG | TAX | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
TUN - TABUNIT | Table of units of measure | TUN0 : UOM | N/A | N/A | N/A | N/A
DAE - GACCENTRYD | Accounting entry lines | DAE0 : TYP + NULM + LINE + LEDTYP | TYP, NULM, LIN, LEDTYP | HAE - GACCENTRY | Accounting entries | HAE0 : TYP + NULM
DAA - GACCENTRYA | Analytical line allocations | DAA0 : TYP + NULM + LIN + LEDTYP | TYP, NULM, LIN | HAE - GACCENTRY | Accounting entries | HAE0 : TYP + NULM
DSP - CADSP | Analytical allocations | DSP0 : DSP | ACC, NBRDSP | GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC
TDA - TADBEPPAGIO | Early discount/late charge | TDA0 : DEP + LEG | DEP | N/A | N/A | N/A

# ACCOUNTING 2 - ACCOUNTING ENTRY BY LOT

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
JOU - GJOURNAL | Journal codes | JOU0 : JUD + LEG | JOU | GTE - GTYACCENT | Document types | GTE0 : TYP + LEG
GDE - GDIAENTRY | Entry transactions | GDE0 : DIA | DACDIA | CPY - COMPANY | Company | CPY0 : CPY
FCY - FACILITY | Sites | FCY0 : FCY | FCY | LOT - GENTLOT | Accounting journal batches | LOT0 : LOT
GCM - GACM | Account core model | GCM0 : GACM | ACM | CPY - COMPANY | Company | CPY0 : CPY
LED - GLED | Ledger | LED0 : LED | LED | COA - GCOA | Chart of accounts | COA0 : COA
TCU - TABCUR | Currency table | TCU0 : CUR | CUR | CPY - COMPANY | Company | CPY0 : CPY
COA - GCOA | Chart of accounts | COA0 : COA | COA, OFFAC, COAACC | GAC - GACACCOUNT, DIE - GDIE, LED - GLED | Accounts, Dimension types, Ledger | GAC0 : COA + ACC, DIE0 : DIE, LED0 : LED
GAC - GACACCOUNT | Accounts | GAC0 : COA + ACC | ACC | DSP - CADSP | Analytical allocations | DSP0 : DSP
DIE - GDIE | Dimension types | DIE0 : DIE | DIE | CCE - CACCE | Dimensions | CCE0 : DIE + CCE
CCE - CACCE | Dimensions | CCE0 : DIE + CCE | CCE | N/A | N/A | N/A
GTE - GTYACCENT | Document types | GTE0 : TYP + LEG | TYP | LOT - GENTLOT | Accounting journal batches | LOT0 : LOT
