    Table  	Table Abbreviation	Key	Description	Duplicates
GTEGRPD  	GTEGD	GTEGD1	GTEGRPCOD+LEG+GTETYP	No
GTMPMTC  	GMT	GMT0	ID+ACC+BPR+FCY+MTC+ACCNUM+DUDLIG	No
GTYPACCENT  	GTE	GTE0	TYP+LEG	No
GVARCODPAR  	GVA	GVA0	CODPAR	No
GVARGAU  	GVG	GVG0	CODVAR	No
GVARPARGAU  	GVP	GVP0	CODVAR+NOPAR	No
GVARPARVAL  	GVV	GVV0	COD+LINNUM+FLD+CODVAR+CODPAR	No
HANDLING  	HSH	HSH0	HSH	No
HANDLINGR  	HSR	HSR0	HSH+WEU+WEIMAW+CTN	No
HD1CLOB  	HD1	HD10	NUM+TYP	No
HD2CLOB  	HD2	HD20	NUM+TYP	No
HD3CLOB  	HD3	HD30	NUM+TYP	No
HD4CLOB  	HD4	HD40	NUM+TYP	No
HD5CLOB  	HD5	HD50	NUM+TYP	No
HD6CLOB  	HD6	HD60	NUM+TYP	No
HD7CLOB  	HD7	HD70	NUM+TYP+PRONUM	No
HD7CLOB  	HD7	HD71	PRONUM	Yes
HD8CLOB  	HD8	HD80	NUM+TYP	No
HDKTASK  	HDT	HDT0	HDTNUM	No
HDKTASK  	HDT	HDT1	SRENUM+TPL	Yes
HDKTASK  	HDT	HDT2	ITNNUM+TPL	Yes
HDKTASKINV  	HDI	HDI0	SRENUM+HDTORD	Yes
HDKTRS  	HTR	HTR0	HTRTYP+HTRNUM	No
HDKTRS  	HTR	HTR1	HTRNUM+HTRTYP	No
HDKTRSVAL  	HTV	HTV0	HTRTYP+HTRNUM	No
HDKTRSVAL  	HTV	HTV1	HTRNUM+HTRTYP	No
HISTAXSPA  	HTS	HTS0	YEA+CPY+FCY	No
HISTOAMD  	HAM	HAM0	CPY+UMRNUM+FLDCOD+PAYNUM	No
HISTOCRM  	HST	HST0	RECNUM+RECTYP	Yes
HISTOCRM  	HST	HST1	CLSNUM	Yes
HISTOCRM  	HST	HST2	SSS+CLSNUM	Yes
HISTODUD  	HDU	HDU0	NUMHDU	No
HISTODUD  	HDU	HDU1	ACCNUM+DUDLIG	Yes
HISTODUD  	HDU	HDU2	CREDAT+NUMHDU	No
HISTODUD  	HDU	HDU3	ACCNUM+DUDLIG+NUMHDU	No
HISTOMDT  	HMDT	HMDT0	CPY+UMRNUM+PAYDAT+PAYNUM	No
HISTOMDT  	HMDT	HMDT1	PAYNUM	No
HISTOOMM  	HIM	HIM0	HIMNUM	No
HISTOOMM  	HIM	HIM1	OMMNUM+CCNNUM	Yes
HISTOOMM  	HIM	HIM2	OMMNUM+BPRNUM+CCNNUM	Yes
HISTOOMM  	HIM	HIM3	OMMNUM+BPRNUM	Yes
HISTOOMM  	HIM	HIM4	BPRNUM	Yes
HISTOOMM  	HIM	HIM5	CCNNUM	Yes
HON281  	HHO	HHO0	CPY+YEA+PRVNUM	No
HON281D  	DHO	DHO0	CPY+YEA+PRVNUM+TYPLIN+NUM+LIN	No
HON281D  	DHO	DHO1	CPY+YEA+PRVNUM+NUM+TYP281+TYPLIN+LIN	No
HONLIN  	HLN	HLN0	FCY+PRVNUM+DAT+HON+LINNUM	No
HONLIN  	HLN	HLN1	DADFCY+PRVNUM	Yes
HONPRV  	PRV	PRV0	PRVNUM	No
HOROITM  	HOI	HOI0	MACNUM+PBLNUM+AUSNUM	No
HOROITM  	HOI	HOI1	PBLNUM+MACNUM+AUSNUM	Yes
HOROITM  	HOI	HOI2	AUSNUM+PBLNUM+MACNUM	Yes
HRCPYREC  	CPYREC	CPYREC0	CPY+USR	No
HRCPYRECPAY  	CPYRECP	CPYRECP0	CPY+USR+GRP+RUB+RUBCOD	No
HRCPYRECPM  	CPYRECM	CPYRECM0	CPY+USR+MODSTL	No
HRCPYRECTERM  	CPYRECT	CPYRECT0	CPY+USR+XITGRD	No
HRCPYUKALL  	CUAL	CUAL0	CPY+DAT	No
HREMPALO  	EMPALO	CPY0	CPY	No
HREMPALO  	EMPALO	CPY1	LEG+CPY	No
HRSAEQU  	SAEQU	SAEQU0	CPY+USR+RPT+TYP+OCCLEV	No
HTMMAITXT  	HTMMAI	HTMMAI0	FNC+LAN+AUS	No
HTMMAITXT  	HTMMAI	HTMMAI1	FNC+AUS+LAN	No
IDTCCE  	IDTC	IDTC0	LED+CCE1+CCE2+CCE3+CCE4+CCE5+CCE6+CCE7+CCE8+CCE9	No
IDTCCE  	IDTC	IDTC1	IDTCCE	No
ILOGIMG  	ILO	ILO0	NOMFIC	No
IMCDETPRT  	IMP	IMP0	PRONUM+ITMREF+TYPCST+BRDCOD	No
IMCDETPRT  	IMP	IMP1	CURUID	Yes
IMURANO  	IPM	IPM0	CPY+FCY+LEG	No
IMURANOD  	IPMD	IPD0	CPY+FCY+LEG+LINNUM	No
INCOTERM  	ICTH	ICT0	ICTCOD	No
INCOTERMD  	ICTD	ICTD0	ICTCOD+CSTNAT	No
INTCOFLO  	ICF	ICF0	ABRFIC+NUM+CPYSRC+CPYTGR+FCYTGR	No
INTCOFLO  	ICF	ICF1	TYPVCR+NUMVCR+CPYTGR+FCYTGR+CPYSRC+ABRFIC+NUM	No
INTERVEN  	ITN	ITN0	NUM	No
INTERVEN  	ITN	ITN1	DATX	Yes
INTERVEN  	ITN	ITN2	BPC	Yes
INTERVEN  	ITN	ITN3	CCN	Yes
INTERVEN  	ITN	ITN4	REP+DATX	Yes
INTERVEN  	ITN	ITN5	REP+DAT	Yes
INTERVEN  	ITN	ITN6	DAT	Yes
INTERVEN  	ITN	ITN7	ITNORI+ITNORIVCR+ITNORIVCRL	Yes
INVDACPAR  	IDP	IDP0	CPY+TYP	No
INVENTD  	INVD	INVD0	CPY+REFDAT+NUMLIN	No
INVENTD  	INVD	INVD1	CPY+REFDAT+ITMREF	Yes
INVENTD  	INVD	INVD2	CPY+CUNSSSNUM+CUNLISNUM	Yes
INVENTD  	INVD	INVD3	CPY+REFDAT+CUNSSSNUM	Yes
INVENTH  	INV	INV0	CPY+REFDAT	No
INVNUMSPA  	ISP	ISP0	NUM	No
ITCDET  	ICD	ICD1	UID+CODFIC+CLE+BRDCOD	No
ITCDET  	ICD	ICD2	ITMREF+STOFCY	Yes
ITCDETPRT  	ICP	ICP0	STOFCY+ITMREF+CSTTYP-ITCSEQ+MATREF+CPNTYP+UID+BRDCOD	No
ITCDETPRT  	ICP	ICP1	CURUID	Yes
ITCMAT  	ICC	ICC0	STOFCY+ITMREF+CSTTYP-ITCSEQ+MATREF+ECCVALMAJ+ECCVALMIN+CPNTYP+UID	No
ITCMAT  	ICC	ICC1	UID+STOFCY+ITMREF+CSTTYP	Yes
ITCMATCH  	IMC	ITC0	PRONUM+ITMREF	No
ITCNAT  	ICN	ICN0	STOFCY+ITMREF+CSTTYP-ITCSEQ+OVENAT+UID	No
ITCPITTMP  	ITCT	ITCT0	SYNNUM+ITMREF+STOFCY+ECCVALMAJ+ECCVALMIN+PERSTR+CSTTYP+VLTNUM	No
ITCWST  	IWC	IWC0	STOFCY+ITMREF+CSTTYP-ITCSEQ+WST+SCOITMREF+UID	Yes
ITCWST  	IWC	IWC1	STOFCY+ITMREF+CSTTYP-ITCSEQ+WST+SCOITMREF+BPRNUM+PRISCO	Yes
ITCWSTW  	IWW	IWW0	UID+STOFCY+ITMREF+CSTTYP+YEA+WST	No
ITMABCWRK  	ITK	ITK0	STOFCY+ITMREF	No
ITMABCWRK  	ITK	ITK1	STOFCY-ABCBAS+ITMREF	No
ITMACGGRP  	ITA	ITA0	ITMREF+LEG	No
ITMBOM  	ITB	ITB0	ITMREF+BOMALT+LLCTYP	No
ITMBOM  	ITB	ITB1	BOMALT+LLCTYP+LLC+ITMREF	No
ITMBOMCFG  	CFB	ITB0	ITMREF+BOMALT+LLCTYP	No
ITMBOMCFG  	CFB	ITB1	BOMALT+LLCTYP+LLC+ITMREF	No
ITMBPC  	ITU	ITU0	ITMREF+BPCNUM	No
ITMBPC  	ITU	ITU1	BPCNUM+ITMREFBPC	No
ITMBPC  	ITU	ITU2	BPCNUM+ITMDESBPC	Yes
ITMBPS  	ITP	ITP0	ITMREF+BPSNUM	No
ITMBPS  	ITP	ITP1	ITMREF+PIO+BPSNUM	No
ITMBPS  	ITP	ITP2	BPSNUM+ITMREFBPS	No
ITMBPS  	ITP	ITP3	BPSNUM+ITMDESBPS	Yes
ITMBPS  	ITP	ITP4	ITMREF+BOMALT	Yes
ITMBPSFCY  	ITPF	ITPF0	ITMREF+BPSNUM+STOFCY	No
ITMBPSFCY  	ITPF	ITPF1	ITMREF+STOFCY+PIO+BPSNUM	No
ITMBPSFCY  	ITPF	ITPF2	ITMREF+STOFCY+BPSNUM	No
ITMCATEG  	ITG	ITG0	STOFCY+TCLCOD	No
ITMCATEG  	ITG	ITG1	TCLCOD+STOFCY	No
ITMCOMP  	ICM	ICM0	NUM	No
ITMCOST  	ITC	ITC0	STOFCY+ITMREF+CSTTYP-ITCSEQ+UID	No
ITMCOST  	ITC	ITC1	STOFCY+ITMREF+CSTTYP+ITCSTRDAT+ITCSEQ	Yes
ITMCOST  	ITC	ITC2	STOFCY+ITMREF+CSTTYP+ITCENDDAT+ITCSEQ	Yes
ITMCOST  	ITC	ITC3	UID+STOFCY+ITMREF+CSTTYP+ITCSTRDAT+ITCENDDAT	Yes
ITMCOSTPIT  	ITCP	ITCP0	ITMREF+STOFCY+ECCVALMAJ+ECCVALMIN+CSTCHGDAT+PERSTR+CSTTYP+VLTNUM	No
ITMCPPLNK  	ILK	ILK0	ITMNUM	Yes
ITMCPPLNK  	ILK	ILK1	ITMCPPNUM	Yes
ITMCPPLNK  	ILK	ILK2	ITMNUM+ITMCPPNUM	No
ITMCPTVER  	ICV	ICV0	ICVCOD	No
ITMCUSNOM  	INO	INO0	ITMNOM	No
ITMCUSNOM  	INO	INO1	ITMCUSSHO	Yes
ITMFACILIT  	ITF	ITF0	ITMREF+STOFCY	No
ITMFACILIT  	ITF	ITF1	STOFCY+ITMREF	No
ITMMASTER  	ITM	ITM0	ITMREF	No
ITMMASTER  	ITM	ITM1	ITMDES1	Yes
ITMMASTER  	ITM	ITM2	SEAKEY+ITMREF	No
ITMMASTER  	ITM	ITM3	CFGLIN+ITMREF	No
ITMMASTER  	ITM	ITM4	CFGVCRNUM+ITMREF	No
ITMMASTER  	ITM	ITM5	PLMITMREF+ITMREF	No
ITMMVT  	ITV	ITV0	ITMREF+STOFCY	No
ITMMVT  	ITV	ITV1	STOFCY+ITMREF	No
ITMMVTHIS  	ITH	ITH0	ITMREF+STOFCY+PERSTR	No
ITMMVTHIS  	ITH	ITH1	STOFCY+ITMREF+PERSTR	No
ITMMVTPIT  	ITVP	ITVP0	ITMREF+STOFCY+PERSTR+VLTNUM	No
ITMSALES  	ITS	ITS0	ITMREF	No
ITMSALES  	ITS	ITS1	ITMDES1	Yes
ITMWRH  	ITW	ITW0	ITMREF+WRH	No
ITMWRH  	ITW	ITW1	WRH+ITMREF	No
ITVPITTMP  	ITVT	ITVT0	SYNNUM+ITMREF+STOFCY+PERSTR+VLTNUM	No
JSNX3DET  	JXD	JXD0	MAPCOD+MAPCODLIN	No
JSNX3DET  	JXD	JXD1	MAPCOD	Yes
JSNX3DET  	JXD	JXD2	JSNPATH	Yes
JSNX3HEAD  	JXH	JXH0	MAPCOD	No
JSNX3HEAD  	JXH	JXH1	JSNCLANAM	Yes
JSNX3HEAD  	JXH	JXH2	X3REPNAM	Yes
JSNX3HEAD  	JXH	JXH3	X3REPNAM+X3FACET	No
JSNX3TRAN  	JXT	JXT0	MAPCOD	No
JSNX3TRAN  	JXT	JXT1	JSNCLANAM	Yes
JSNX3TRAN  	JXT	JXT2	X3REPNAM	Yes
JSNX3TRAN  	JXT	JXT3	X3REPNAM+X3FACET	Yes
KCOEF  	KCO	KCO0	ANO	No
KPYIMPDTL  	KPD	KPYD0	RECID+LINENO	No
KPYIMPDTLA  	KPA	KPYA0	RECID+LINENO+ANALIG	No
KPYIMPHDR  	KPH	KPYH0	RECID	No
KPYIMPHDR  	KPH	KPYH1	GRPGAS	Yes
KPYIMPTRAN  	KPT	KPYT0	TYP+INVALUE+COA+FCY+ACC	No
KPYIMPTRAN  	KPT	KPUT1	TYP+COA+FCY	Yes
KTEMPPOR  	KTP	KTP0	AASREF	No
LABADCPRINT  	LAP	LAP0	STOFCY	No
LABELPRN  	LBP	LBP0	NUMREQ+USR+RPTCOD+NUMLIG	No
LASTCUSMVT  	LCM	LCM0	BPCNUM+IFFTYP+CPY	No
LASTSUPMVT  	LSM	LSM0	BPSNUM+IFFTYP+CPY	No
LAYOUTFAS  	LOF	LOF0	CODLOF+LINLOF	No
LAYOUTFAS  	LOF	LOF1	CPY+CODLOF+LINLOF+FLGLIKAAS+GACACN	No
LAYOUTFAS  	LOF	LOF2	CPY+FCY+CODLOF+LINLOF	No
LAYOUTFAS  	LOF	LOF5	FCY+CODLOF+LINLOF	No
LAYOUTFAS  	LOF	LOF6	AASREF	Yes
LEABILBOOK  	LBB	LBB0	LEAREF+ENDPERDAT	No
LEABILBOOK  	LBB	LBB1	CPY+LEAREF+ENDPERDAT	No
LEABILBOOK  	LBB	LBB2	CPY+FCY+LEAREF+ENDPERDAT	No
LEAD  	LDS	LDS0	PSTNUM	No
LEAD  	LDS	LDS2	PSTTYP+PSTNUM	No
LEASE  	LEA	LEA0	LEAREF	No
LEASE  	LEA	LEA1	CPY+LEAREF	No
LEASE  	LEA	LEA2	CPY+FCY+LEAREF	No
LEASE  	LEA	LEA3	LEAREFORI	Yes
LNKCPTABD  	LCD	LCA0	TYP+NUM	Yes
LNKCPTABD  	LCD	LCA1	TYP+NUM+NUMENR	No
LNKCPTABD  	LCD	LCA2	REF+DPRPLN+FIYENDDAT+PERENDDAT	Yes
LNKCPTABX3  	LCA	LCA0	CPY+FCY+TYP-ACCDAT+NUM	No
LNKCPTABX3  	LCA	LCA1	CPTREF	Yes
LNKCPTABX3  	LCA	LCA2	TYP+NUM	No
LNKCPTABX3  	LCA	LCA3	CPY+FCY+ACETYP+TYP+NUM	No
LPN  	LPN	LPN0	LPNNUM	No
LTAPAR  	LTP	LTP0	DOSSIER	No
LTAVCR  	LTV	LTV0	VCRTYP+VCRNUM+LTVSEQ	No
MACHINES  	MAC	MAC0	MACNUM	No
MACHINES  	MAC	MAC1	BPCNUM+CCNNUM	Yes
MACHINES  	MAC	MAC2	BPCNUM	Yes
MACHINES  	MAC	MAC3	CCNNUM	Yes
MACHINES  	MAC	MAC5	MACPDTCOD+MACSERNUM	Yes
MACITN  	MAI	mai-00	MACNUM	Yes
MACITN  	MAI	mai-01	MACNUM+CLSNUM	Yes
MACITN  	MAI	mai-02	BPCTYP+BPC	Yes
MACWARREQ  	MWR	MWR0	MACNUM	Yes
MAILING  	OMM	OMM0	OMMNUM	No
MAILING  	OMM	OMM1	CMGNUM	Yes
MAILING  	OMM	OMM2	CREDAT	Yes
MAILXML  	MXL	MXL0	NUM	No
MAILXMLD  	MXD	MXD0	NUM+TAB+FIE	No
MANDATE  	MDT	MDT0	CPY+UMRNUM	No
MANDATE  	MDT	MDT1	CPY+BPCNUM+UMRNUM	No
MARASSDEF  	MAD	MAD0	RECORDNUM+RECORDADD+RECORDTYP	No
MARASSDEF  	MAD	MAD1	RECORDNUM+RECORDTYP	Yes
MARASSREP  	MAR	mars-00	RECORDNUM+RECORDADD+RECORDTYP	Yes
MARASSREP  	MAR	01-mars	RECORDNUM+RECORDTYP	Yes
MARASSREP  	MAR	02-mars	RECORDNUM+RECORDADD+RECORDTYP+REPTYP	Yes
MARASSREP  	MAR	03-mars	RECORDNUM+RECORDTYP+REPTYP	Yes
MARDEF  	MDF	MDF0	MARSCTNUM	Yes
MARDEF  	MDF	MDF1	MARSCTNUM+CRINUM	No
MARDEF  	MDF	MDF2	MARSCTNUM+CRINUM+MARSCTTAB+MARSCTFIE	Yes
MARDEFVAL  	MDV	MDV0	MARSCTNUM+CRINUM	Yes
MARDEFVAL  	MDV	MDV1	MARSCTNUM+CRINUM+SCTVALNUM	No
MARREPSEC  	MRS	MRS0	MARSCTNUM	Yes
MARREPSEC  	MRS	MRS1	MARSCTNUM+SCTREPSEC	No
MARSCT  	MST	MST0	MARSCTNUM	No
MATCHCODE  	MTC	MTC0	COA+ACC+BPR	No
MATCHTOL  	MAT	MAT0	MATTOL	No
MATCSTW  	MAW	MAW0	MAWUID+STOFCY+ITMREF+ECCVALMAJ+ECCVALMIN+CPNTYP	No
MAXBUILD  	MAXB	MAXB0	BMRUID+ITMREF+PARENT+LEVEL+BOMSEQ	No
MAXBUILD  	MAXB	MAXB1	BMRUID+ITMREF+IECCMAJ+IECCMIN+PARENT+PECCMAJ+PECCMIN+LEVEL+BOMSEQ	No
MEDIA  	OMN	OMN0	OMNNUM	No
MEDIA  	OMN	OMN1	CMGNUM	Yes
MEMFOR  	FOG	FOG0	CODMSK+CODZON+USR+FORCOD	No
MESPAR  	MPA	MPA0	ID	No
MFCDETPRT  	MCP	MCP0	STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP1+MFCTYP2+UID+CURUID+BRDCOD+TYPCST	No
MFCMAT  	MCC	MCC0	STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+MATREF+ECCVALMAJ+ECCVALMIN+UID	No
MFCNAT  	MCN	MCN0	STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+OVENAT+UID	No
MFCSCRAP  	MCS	MCS0	STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+UID	No
MFCTYPREL  	MTR	MTR0	UID+MFCTYP	No
MFCWST  	MCW	MCW0	STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+WST+SCOITMREF+UID	No
MFGANL  	MFA	MFA0	MFGFCY+MFGNUM+PEREND	No
MFGCOST  	MFC	MFC0	STOFCY+ITMREF+VCRTYP+VCRNUM+VCRLIN+MFCTYP+UID	No
MFGCOST  	MFC	MFC1	VCRTYP+VCRNUM+VCRLIN	Yes
MFGHEAD  	MFG	MFG0	MFGNUM	No
MFGHEAD  	MFG	MFG1	MFGFCY+MFGTRKFLG	Yes
MFGHEAD  	MFG	MFG2	MTOREF	Yes
MFGHEADTRK  	MTK	MTK0	MFGTRKNUM	No
MFGHEADTRK  	MTK	MTK1	MFGNUM+MFGTRKNUM	No
MFGHEADTRK  	MTK	MTK2	PTHNUM+PTDLIN	Yes
MFGITM  	MFI	MFI0	MFGNUM+MFGLIN	No
MFGITM  	MFI	MFI1	MFGFCY+STRDAT	Yes
MFGITM  	MFI	MFI2	MFGNUM	Yes
MFGITM  	MFI	PJMPJT1	PJT	Yes
MFGITMTRK  	MKI	MKI0	MFGTRKNUM+ITMTRKLIN	No
MFGITMTRK  	MKI	MKI1	MFGNUM+MFGTRKNUM+ITMTRKLIN	No
MFGMAT  	MFM	MFM0	MFGNUM+MFGLIN+BOMSEQ+ITMREF	No
MFGMAT  	MFM	MFM1	MFGFCY+RETDAT	Yes
MFGMAT  	MFM	MFM2	MFGFCY+MFGPIO+RETDAT	Yes
MFGMAT  	MFM	MFM3	MFGNUM+BOMOPE+ITMREF	Yes
MFGMATREV  	MMR	MFM0	MFGNUM+MFGLIN+BOMSEQ+ITMREF+REVNUM	No
MFGMATREV  	MMR	MFM1	MFGFCY+RETDAT	Yes
MFGMATREV  	MMR	MFM2	MFGFCY+MFGPIO+RETDAT	Yes
MFGMATREV  	MMR	MFM3	MFGNUM+BOMOPE+ITMREF	Yes
MFGMATTRK  	MKM	MKM0	MFGTRKNUM+MATTRKLIN	No
MFGMATTRK  	MKM	MKM1	MFGNUM+MFGTRKNUM+MATTRKLIN	No
MFGOPE  	MFO	MFO0	MFGNUM+OPENUM+OPESPLNUM	No
MFGOPE  	MFO	MFO1	POHNUM+POPLIN+POPSEQ	Yes
MFGOPE  	MFO	MFO2	MFGFCY+EXTWST+SCHSBB+MFGNUM	Yes
MFGOPE  	MFO	MFO4	MFGFCY+OPESTA	Yes
MFGOPEREV  	MOR	MFO0	MFGNUM+OPENUM+OPESPLNUM+REVNUM	No
MFGOPEREV  	MOR	MFO1	POHNUM+POPLIN+POPSEQ	Yes
MFGOPEREV  	MOR	MFO2	MFGFCY+EXTWST+SCHSBB+MFGNUM	Yes
MFGOPETRK  	MKO	MKO0	MFGTRKNUM+OPETRKLIN	No
MFGOPETRK  	MKO	MKO1	MFGNUM+MFGTRKNUM+OPETRKLIN	No
MFGPRN  	MFP	MFP0	MFGNUM	No
MFGSERDET  	MFSD	MFSD0	ITMREF+MFGSER+DETSERNUM	No
MFGSERHDR  	MFSH	MFSH0	ITMREF+MFGSER	No
MFGTRS  	MTS	MTS0	MTSTYP+MTSNUM	No
MFGTRS  	MTS	MTS1	MTSNUM+MTSTYP	No
MFGVERSION  	MFV	MFV0	TABLE+VERSION+CLE	No
MFGWIP  	MWH	MWH0	VCRTYP+VCRNUM	No
MFGWIP  	MWH	MWH1	TRKTYP+STRDAT	Yes
MGTATCUD  	ATCUD	ATCUD0	CPY+CODNUM+SEQ	No
MGTWASTE  	MGTW	MGTW1	COD	No
MIGX  	MIGX	MIGX0	MIGREFNUM	No
MIGXTBLCMP  	MIGXTCP	MIGXTCP0	MIGREFNUM+TMNBR	No
MIGXTBLDIF  	MIGXTDF	MIGXTDF0	MIGREFNUM+TMNBR+TDFNBR	No
MIGXTBLMAP  	MIGXTM	MIGTM0	MIGREFNUM+TMNBR	No
MIGXTBLMAP  	MIGXTM	MIGTM1	TMSTATCOD	Yes
MKGLEVEL  	MKL	MKL0	OPGNUM+KEYTYPE+DATAKEY	No
MKGOPG  	MOG	MOG0	MKGQUR+OPGNUM+TGR	No
MKGOPG  	MOG	MOG1	MKGQUR+TGR	Yes
MKGOPG  	MOG	MOG2	OPGNUM+TGR	Yes
MKGQUR  	MQR	MQR0	QURNUM	No
MKGQURPPL  	MQP	MQP0	QURNUM	Yes
MKGQURPPL  	MQP	MQP1	QURNUM+PPLORD	No
MMSDEFVAL  	MMV	MMV0	ID+CODFIC+CODZONE	No
MMSPAR  	MMS	MMS0	ID	No
MODSCALE  	MODL	MOD1	MODSCALE	No
MTCAUTO  	MTU	MTU0	NUM	No
MTCBATCH  	MTB	MTB0	MTCNUM+ACCNUM+DUDLIG	No
MTCGAUTMP  	MGT	MGT0	COD+LINNUM+CLEA1+CLEA2+ACCNUM	No
MTKCRDASW  	MTA	MTA0	MFGTRKNUM+OPETRKLIN+QSTNUM	No
MTOHEAD  	MTO	MTO0	MTOREF	No
MTOLINK  	MLK	MLK0	STOFCY+ITMREF+DEMTYP+DEMNUM+DEMLIN+DEMSEQ	Yes
MTOLINK  	MLK	MLK1	STOFCY+ITMREF+RESSTYP+RESSNUM+RESSLIN+RESSSEQ	Yes
MWMCRDASW  	MWA	MWA0	MFGNUM+BOMOPE+ITMREF+IPTDAT+MVTSEQ+QSTNUM	No
NCSADES  	NCSADE	NCSADE0	NCSID+CODBLB	No
NCSAPPROVER  	NCSAPPR	NCSAPPR0	NCSID+APPRLN	No
NCSAPPROVER  	NCSAPPR	NCSAPPR1	NCSID+NCSAPPUSR	Yes
NCSAPPROVER  	NCSAPPR	NCSAPPR2	NCSID+SORTSEQ	Yes
NCSBPC  	NCSBPC	NCSBPC0	NCSID+ORIGCLN	No
NCSBPC  	NCSBPC	NCSBPC1	NCSID+BPCNUM	No
NCSBPC  	NCSBPC	NCSBPC2	NCSID+SORTSEQ	Yes
NCSBPS  	NCSBPS	NCSBPS0	NCSID+ORIGSLN	No
NCSBPS  	NCSBPS	NCSBPS1	NCSID+BPSNUM	No
NCSBPS  	NCSBPS	NCSBPS2	NCSID+SORTSEQ	Yes
NCSDES  	NCSDES	NCSDES0	NCSID	No
NCSDOCHDR  	NCSDHD	NCSDHD0	NCSID+DOCLIN	No
NCSDOCHDR  	NCSDHD	NCSDHD1	VCRNUM+VCRLIN	Yes
NCSDOCLIN  	NCSDLN	NCSDLN0	NCSID+DOCLIN+SUBLIN	No
NCSDOCOPE  	NCSDOP	NCSDOP0	NCSID+DOCLIN	No
NCSEXTUSR  	NCSEU	NCSEU0	NCSID+ORIGELN	No
NCSEXTUSR  	NCSEU	NCSEU1	NCSID+EXTCONTACT	No
NCSEXTUSR  	NCSEU	NCSEU2	NCSID+SORTSEQ	Yes
NCSINTUSR  	NCSIU	NCSIU0	NCSID+ORIGILN	No
NCSINTUSR  	NCSIU	NCSIU1	NCSID+USER	No
NCSINTUSR  	NCSIU	NCSIU2	NCSID+SORTSEQ	Yes
NCSRECENT  	NCSRC	NCSRC0	NCSID	No
NCSREJDES  	NCSREJ	NCSREJ0	NCSID	No
NETAUTO  	NTO	NTO0	ACCNUM+DUDLIG+IND	No
NETAUTO  	NTO	NTO1	UIDUSR	Yes
NETAUTO  	NTO	NTO2	ACCNUMVCR	Yes
NOTCATEG  	NTG	NTG0	NTGTYP+NTGCOD	No
NOTE  	NTS	NTS0	CODE+NTSCOD2	No
NPICOMPONENT  	NPIC	NPIC0	NPICOD+NPIREV+MFGFCY+BOMSEQ+CPNTYP+CPNREF+CPNREV+CPNFCY	No
NPICOMPONENT  	NPIC	NPIC1	NPICOD+NPIREV+MFGFCY	Yes
NPICOMPONENT  	NPIC	NPIC2	ISPARENT+CPNREF	Yes
NPICOMPREF  	NPICREF	NPICR0	NPICOD+NPIREV+MFGFCY+BOMSEQ+CPNTYP+CPNREF+CPNREV+CPNFCY+CPNREFSEQ	No
NPIHEADER  	NPIH	NPIH0	NPICOD+NPIREV+MFGFCY	No
NPIPWU  	NPIW	NPIW0	NPICOD+NPIREV+MFGFCY+BOMSEQ+LEVEL	No
OMMRESULT  	MRE	MRE0	OPGNUM+MRENUM	No
OMMRPT  	OMR	OMR0	LAN+MAGTPL	No
OPERATIONS  	OPS	OPS0	OPSNUM	No
OPERATIONS  	OPS	OPS1	MFGNUM+OPENUM+OPESPLNUM	No
OPERATIONS  	OPS	OPS2	POHNUM+POPLIN+POPSEQ	Yes
OPERATIONS  	OPS	OPS3	MFGFCY+OPESTR+MFGNUM	Yes
OPPOR  	OPP	OPP0	OPPNUM	No
OPPOR  	OPP	OPP2	OPPCMGNUM	Yes
OPPOR  	OPP	OPP3	OPPOPGNUM	Yes
OPPOR  	OPP	OPP4	OPPCMP	Yes
OPPOR  	OPP	OPP5	OPPMCN	Yes
OPPORCPP  	OCP	OCP0	OPPNUM+CPP	No
OPPORCRM  	OPPCRM	OPPCRM0	OPPNUM	No
OPPORI  	OPPI	OPPI	AUUID	No
OPPORPJM  	OPPPJM	OPPPJM0	OPPNUM	No
OPPORPJM  	OPPPJM	OPPPJM1	OPEDEFFCY+OPPNUM	No
OPPORPJMI  	OPJI	OPPI	UIDSES+GRPOPP	No
OPPORSBB  	OBB	OBB0	OPPNUM+SBBPJT	No
OPPORSTA  	OSA	OSA0	OPPNUM+STELINX	No
OPPORSTA  	OSA	OSA1	OPPNUM+STRDATX+STELINX	No
OPPORSTB  	OSB	OSB0	OPPNUM+STELIN	No
OPPORSTB  	OSB	OSB1	OPPNUM+STRDAT+STELIN	No
ORDCOMP  	DOO	DOO0	BPRNUM	No
ORDCOV  	ORC	ORC0	VCRTYPDST+VCRNUMDST+VCRLINDST+VCRSEQDST+WIPSTADST	Yes
ORDCOV  	ORC	ORC1	VCRTYP+VCRNUM+VCRLIN+VCRSEQ	Yes
ORDERS  	ORD	ORD0	WIPTYP+WIPNUM+ITMREF	No
ORDERS  	ORD	ORD1	STOFCY+ITMREF+ENDDAT	Yes
ORDERS  	ORD	ORD2	ITMREF+ENDDAT	Yes
ORDERS  	ORD	ORD3	STOFCY+VCRTYP+VCRNUM+VCRLIN+VCRSEQ	Yes
