    Table  	Table Abbreviation	Column	 Normal title  	Type	Length	expression
ABIDIMFLD  	ABJ	DIMFAT	 Dimension parente	ABI		[ABI]ABI0=[ABJ]DIMFAT
ABIDIMFLD  	ABJ	DIMFLD	 Nom du champ	AVA		
ABIDIMFLD  	ABJ	DIMINT	 Dimension	ATX		
ABIDIMFLD  	ABJ	DIMVALINT	 Titre évalué	A	60	
ABIDIMFLD  	ABJ	FLDDIM	 Code de champ	AVA		
ABIDIMFLD  	ABJ	FLDLIE	 Objet lié	AVA		
ABIDIMFLD  	ABJ	FLDORG	 Formule	AFR	250	
ABIDIMFLD  	ABJ	INTDIM	 Description	ATX		
ABIDIMFLD  	ABJ	INTVALDIM	 Titre évalué	A	60	
ABIDIMFLD  	ABJ	LNG	 Longueur	DCB	4	
ABIDIMFLD  	ABJ	MENLOC	 Numéro de menu local	MNL		
ABIDIMFLD  	ABJ	NUMDIM	 Numéro de ligne	C	4	
ABIDIMFLD  	ABJ	OPTJNT	 Option de participation	M	15	
ABIDIMFLD  	ABJ	TABDIV	 Tableau divers	ADV		[ADV]CODE=[ABJ]TABDIV
ABIDIMFLD  	ABJ	TUNNEL	 Tunnel vers l'objet	M	4	
ABIDIMFLD  	ABJ	TYPDAT	 Type de date	A	10	
ABIDIMFLD  	ABJ	TYPFLD	 Type de champ	M	15	
ABIDIMFLD  	ABJ	UPDDATTIM	 Date et heure	ADATIM		
ABIDIMFLD  	ABJ	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABJ]UPDUSR
ABIHIERA  	AHH	ABM	 Datamart	ABM		[ABM]ABM0=[AHH]ABM
ABIHIERA  	AHH	ACV	 Code d'activité	ACV		[ACV]CODACT=[AHH]ACV
ABIHIERA  	AHH	AUUID	 Identifiant unique	AUUID		
ABIHIERA  	AHH	COD	 Code	AHH		[AHH]AHH0=[AHH]COD
ABIHIERA  	AHH	CODABF	 Tableau de faits	ABF		[ABF]ABF0=[AHH]CODABF
ABIHIERA  	AHH	CODDIM1	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM1
ABIHIERA  	AHH	CODDIM2	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM2
ABIHIERA  	AHH	CODDIM3	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM3
ABIHIERA  	AHH	CODDIM4	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM4
ABIHIERA  	AHH	CODDIM5	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM5
ABIHIERA  	AHH	CODDIM6	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM6
ABIHIERA  	AHH	CODDIM7	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM7
ABIHIERA  	AHH	CODDIM8	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM8
ABIHIERA  	AHH	CODDIM9	 Dimension	ABI		[ABI]ABI0=[AHH]CODDIM9
ABIHIERA  	AHH	CODFLD	 Code de champ	AVA		
ABIHIERA  	AHH	CREDAT	 Date créée	D		
ABIHIERA  	AHH	CREDATTIM	 Date et heure	ADATIM		
ABIHIERA  	AHH	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[AHH]CREUSR
ABIHIERA  	AHH	DES	 Description	ATX		
ABIHIERA  	AHH	FLDDIM1	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM2	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM3	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM4	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM5	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM6	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM7	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM8	 Code de champ	AVA		
ABIHIERA  	AHH	FLDDIM9	 Code de champ	AVA		
ABIHIERA  	AHH	INTEVAL	 Titre évalué	A	60	
ABIHIERA  	AHH	MODULE	 Module	M	15	
ABIHIERA  	AHH	NBAHH	 Nombre	C	4	
ABIHIERA  	AHH	NIVEAU	 Niveau	C	4	
ABIHIERA  	AHH	TYPOPT	 Option	A	15	
ABIHIERA  	AHH	UPDDAT	 Date de modification	D		
ABIHIERA  	AHH	UPDDATTIM	 Date et heure	ADATIM		
ABIHIERA  	AHH	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[AHH]UPDUSR
ABIPRFUSR  	AIU	AUUID	 Identifiant unique	AUUID		
ABIPRFUSR  	AIU	CREDAT	 Date créée	D		
ABIPRFUSR  	AIU	CREDATTIM	 Date et heure	ADATIM		
ABIPRFUSR  	AIU	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[AIU]CREUSR
ABIPRFUSR  	AIU	INTUSR	 Description	AX3		
ABIPRFUSR  	AIU	MODE	 Méthode	M	15	
ABIPRFUSR  	AIU	PRF	 Code profil	AIU		[AIU]AIU0=[AIU]PRF
ABIPRFUSR  	AIU	PWD	 Mot de passe BI	A	24	
ABIPRFUSR  	AIU	UPDDAT	 Date de modification	D		
ABIPRFUSR  	AIU	UPDDATTIM	 Date et heure	ADATIM		
ABIPRFUSR  	AIU	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[AIU]UPDUSR
ABIPRFUSR  	AIU	USR	 Utilisateur BI	A	30	
ABIREGDES  	ABY	AUUID	 Identifiant unique	AUUID		
ABIREGDES  	ABY	CODREG	 Règle	ABV		[ABV]ABV0=[ABY]CODREG
ABIREGDES  	ABY	CREDATTIM	 Date et heure	ADATIM		
ABIREGDES  	ABY	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABY]CREUSR
ABIREGDES  	ABY	FLDDES	 Champ	AVA		
ABIREGDES  	ABY	FORDES	 Formule	AFR	250	
ABIREGDES  	ABY	NUMDES	 Numéro de ligne	C	4	
ABIREGDES  	ABY	TABDES	 Tableau des destinations	ABF		[ABF]ABF0=[ABY]TABDES
ABIREGDES  	ABY	UPDDATTIM	 Date et heure	ADATIM		
ABIREGDES  	ABY	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABY]UPDUSR
ABIREGORG  	ABV	ABRLNK	 Abréviation	ABR		
ABIREGORG  	ABV	ADXDOS	 Dossier	ADD		
ABIREGORG  	ABV	AJOUT	 Ajout	M	4	
ABIREGORG  	ABV	ANNUL	 Annulation	M	4	
ABIREGORG  	ABV	AUUID	 Identifiant unique	AUUID		
ABIREGORG  	ABV	CLELNK	 Clé de lien	ANX		
ABIREGORG  	ABV	CNDLIG	 État de la ligne	AFR	250	
ABIREGORG  	ABV	CODACT	 Code d'activité	ACV		[ACV]CODACT=[ABV]CODACT
ABIREGORG  	ABV	CODREG	 Règle	ABV		[ABV]ABV0=[ABV]CODREG
ABIREGORG  	ABV	CREDAT	 Date créée	D		
ABIREGORG  	ABV	CREDATTIM	 Date et heure	ADATIM		
ABIREGORG  	ABV	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ABV]CREUSR
ABIREGORG  	ABV	DESFLG	 Désactivation	M	4	
ABIREGORG  	ABV	EXPLNK	 Expression de lien	A	80	
ABIREGORG  	ABV	FILTRE	 Filtre	AFR	250	
ABIREGORG  	ABV	FLDDEC	 Champ déclencheur	AVA		
ABIREGORG  	ABV	INDLEC	 Clé	ANX		
ABIREGORG  	ABV	INTIT	 Description	ATX		
ABIREGORG  	ABV	MODIF	 Modification	M	4	
ABIREGORG  	ABV	MODULE	 Module	M	15	
ABIREGORG  	ABV	NBRDOS	 N° de dossiers	ABS		
ABIREGORG  	ABV	NBRLNK	 Nombre de tables	ABS		
ABIREGORG  	ABV	TABLNK	 Tableaux liés	A	12	
ABIREGORG  	ABV	TABORG	 Tableau d'origine	ATB		[ATB]CODFIC=[ABV]TABORG
ABIREGORG  	ABV	TRTSPE	 Spécifique	ADC		
ABIREGORG  	ABV	TRTSPV	 Traitement vertical	ADC		
ABIREGORG  	ABV	TRTSTD	 Traitement standard	ADC		
ABIREGORG  	ABV	TYPLNK	 Règle de création	M	5	
ABIREGORG  	ABV	TYPLNKTAB	 Type de lien	M	8	
ABIREGORG  	ABV	UPDDAT	 Date de modification	D		
ABIREGORG  	ABV	UPDDATTIM	 Date et heure	ADATIM		
ABIREGORG  	ABV	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[ABV]UPDUSR
ABIREPORT  	ABO	ACS	 Code d'accès	ACS		[ACS]ACS0=[ABO]ACS
ABIREPORT  	ABO	ACV	 Code d'activité	ACV		[ACV]CODACT=[ABO]ACV
ABIREPORT  	ABO	AUUID	 Identifiant unique	AUUID		
ABIREPORT  	ABO	COD	 Code	ABO		[ABO]ABO0=[ABO]COD
ABIREPORT  	ABO	CREDAT	 Date créée	D		
ABIREPORT  	ABO	CREDATTIM	 Date et heure	ADATIM		
ABIREPORT  	ABO	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ABO]CREUSR
ABIREPORT  	ABO	DATAM	 Datamart	ABM		[ABM]ABM0=[ABO]DATAM
ABIREPORT  	ABO	DES	 Description	ATX		
ABIREPORT  	ABO	DES1	 Description	ATX		
ABIREPORT  	ABO	DES2	 Description	ATX		
ABIREPORT  	ABO	DES3	 Description	ATX		
ABIREPORT  	ABO	ENAFLG	 Actif	M	4	
ABIREPORT  	ABO	ETAREF	 Référence	M	4	
ABIREPORT  	ABO	LANREF	 Langue de référence	LAN		[TLA]TLA0=[ABO]LANREF
ABIREPORT  	ABO	MODULE	 Module	M	15	
ABIREPORT  	ABO	REPCOD	 Rapport BO	A	50	
ABIREPORT  	ABO	SHO	 Brève description	ATX		
ABIREPORT  	ABO	UPDDAT	 Date de modification	D		
ABIREPORT  	ABO	UPDDATTIM	 Date et heure	ADATIM		
ABIREPORT  	ABO	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[ABO]UPDUSR
ABIREPORTD  	ABQ	AUUID	 Identifiant unique	AUUID		
ABIREPORTD  	ABQ	COD	 Code	ABO		[ABO]ABO0=[ABQ]COD
ABIREPORTD  	ABQ	CREDATTIM	 Date et heure	ADATIM		
ABIREPORTD  	ABQ	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABQ]CREUSR
ABIREPORTD  	ABQ	CTL	 Contrôle	AFR	80	
ABIREPORTD  	ABQ	DAC	 Saisir	M	15	
ABIREPORTD  	ABQ	INTEVAL	 Titre évalué	A	60	
ABIREPORTD  	ABQ	LIG	 Doubler	C	4	
ABIREPORTD  	ABQ	LNG	 Longueur	DCB	4	
ABIREPORTD  	ABQ	MENLOC	 Numéro de menu local	MNL		
ABIREPORTD  	ABQ	OPT	 Possibilités	A	20	
ABIREPORTD  	ABQ	PAR	 Paramètre	AFR	80	
ABIREPORTD  	ABQ	PARACS	 Code d'accès	ACS		[ACS]ACS0=[ABQ]PARACS
ABIREPORTD  	ABQ	PARCTL	 Tableau de contrôle	ACL		[ACL]ACL0=[ABQ]PARCTL
ABIREPORTD  	ABQ	STREND	 Gamme	M	10	
ABIREPORTD  	ABQ	TABDIV	 Tableau divers	ADV		[ADV]CODE=[ABQ]TABDIV
ABIREPORTD  	ABQ	TEX	 Texte d'invite	ATX		
ABIREPORTD  	ABQ	TYP	 Type de données	ATY		[ATY]CODTYP=[ABQ]TYP
ABIREPORTD  	ABQ	TYPBO	 Taper	M	15	
ABIREPORTD  	ABQ	UPDDATTIM	 Date et heure	ADATIM		
ABIREPORTD  	ABQ	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABQ]UPDUSR
ABIREPORTD  	ABQ	VALDEF	 Valeur par défaut	AFR	80	
ABIREPORTID  	ABOID	AUUID	 Identifiant unique	AUUID		
ABIREPORTID  	ABOID	COD	 Code	ABO		[ABO]ABO0=[ABOID]COD
ABIREPORTID  	ABOID	CREDAT	 Date créée	D		
ABIREPORTID  	ABOID	CREDATTIM	 Date et heure	ADATIM		
ABIREPORTID  	ABOID	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ABOID]CREUSR
ABIREPORTID  	ABOID	DATAW	 Entrepôt de données	ABW		[ABW]ABW0=[ABOID]DATAW
ABIREPORTID  	ABOID	DOCID	 Identifiant	A	80	
ABIREPORTID  	ABOID	LAN	 Langues	LAN		[TLA]TLA0=[ABOID]LAN
ABIREPORTID  	ABOID	UPDDAT	 Date de modification	D		
ABIREPORTID  	ABOID	UPDDATTIM	 Date et heure	ADATIM		
ABIREPORTID  	ABOID	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[ABOID]UPDUSR
ABITABAGG  	ABE	ACTAGG	 Code d'activité	ACV		[ACV]CODACT=[ABE]ACTAGG
ABITABAGG  	ABE	AUUID	 Identifiant unique	AUUID		
ABITABAGG  	ABE	CODABF	 Tableaux de faits	ABF		[ABF]ABF0=[ABE]CODABF
ABITABAGG  	ABE	CODAGG	 Nom	A	7	
ABITABAGG  	ABE	CREDATTIM	 Date et heure	ADATIM		
ABITABAGG  	ABE	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABE]CREUSR
ABITABAGG  	ABE	DIMAGG	 Dimension	ABI		[ABI]ABI0=[ABE]DIMAGG
ABITABAGG  	ABE	FLDAGG	 Nom du champ	AVA		
ABITABAGG  	ABE	INDAGG	 Indice	A	80	
ABITABAGG  	ABE	LNKAGG	 Des champs	A	80	
ABITABAGG  	ABE	NBRAGD	 N° dimensions	C	2	
ABITABAGG  	ABE	NBRAGI	 Numéro d'index	C	2	
ABITABAGG  	ABE	NIVAGG	 Niveau d'agrégation	M	15	
ABITABAGG  	ABE	NUMAGG	 Agrégat	C	4	
ABITABAGG  	ABE	TYPAGG	 Type de vue sombre	M	15	
ABITABAGG  	ABE	UPDDATTIM	 Date et heure	ADATIM		
ABITABAGG  	ABE	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABE]UPDUSR
ABITABDAT  	ABF	ABRABF	 Abréviation	ABR		
ABITABDAT  	ABF	AUUID	 Identifiant unique	AUUID		
ABITABDAT  	ABF	AUZFCY	 Site d'autorisation	M	4	
ABITABDAT  	ABF	CODABF	 Code	ABF		[ABF]ABF0=[ABF]CODABF
ABITABDAT  	ABF	CODACT	 Code d'activité	ACV		[ACV]CODACT=[ABF]CODACT
ABITABDAT  	ABF	CREDAT	 Date créée	D		
ABITABDAT  	ABF	CREDATTIM	 Date et heure	ADATIM		
ABITABDAT  	ABF	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ABF]CREUSR
ABITABDAT  	ABF	FLDDAT	 Champ Date	AVA		
ABITABDAT  	ABF	FLDFCY	 Champ du site	AVA		
ABITABDAT  	ABF	FNC	 Fonction	AFC		[AFC]CODINT=[ABF]FNC
ABITABDAT  	ABF	INTEVAL	 Titre évalué	A	60	
ABITABDAT  	ABF	INTIT	 Description	ATX		
ABITABDAT  	ABF	MODULE	 Module	M	15	
ABITABDAT  	ABF	NBEPU	 Jours	C	4	
ABITABDAT  	ABF	NBRABF	 Nombre	M	4	
ABITABDAT  	ABF	STK	 Stockage	AC0	2	
ABITABDAT  	ABF	TYPMAJ	 Type de mise à jour	M	4	
ABITABDAT  	ABF	UPDDAT	 Date de modification	D		
ABITABDAT  	ABF	UPDDATTIM	 Date et heure	ADATIM		
ABITABDAT  	ABF	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[ABF]UPDUSR
ABITABFLD  	ABZ	ACTFLD	 Code d'activité	ACV		[ACV]CODACT=[ABZ]ACTFLD
ABITABFLD  	ABZ	AUUID	 Identifiant unique	AUUID		
ABITABFLD  	ABZ	CODABF	 Tableaux de faits	ABF		[ABF]ABF0=[ABZ]CODABF
ABITABFLD  	ABZ	CODFLD	 Code de champ	AVA		
ABITABFLD  	ABZ	CODTYP	 Type de données	ATY		[ATY]CODTYP=[ABZ]CODTYP
ABITABFLD  	ABZ	CREDATTIM	 Date et heure	ADATIM		
ABITABFLD  	ABZ	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABZ]CREUSR
ABITABFLD  	ABZ	INTFLD	 Description	ATX		
ABITABFLD  	ABZ	INTSSC	 Sous-classe	ATX		
ABITABFLD  	ABZ	INTVALFLD	 Titre évalué	A	60	
ABITABFLD  	ABZ	INTVALSSC	 Sous-classe	A	60	
ABITABFLD  	ABZ	LNGFLD	 Longueur	DCB	4	
ABITABFLD  	ABZ	MENLOC	 Numéro de menu local	MNL		
ABITABFLD  	ABZ	NUMFLD	 Numéro de ligne	C	3	
ABITABFLD  	ABZ	TABDIV	 Tableau divers	ADV		[ADV]CODE=[ABZ]TABDIV
ABITABFLD  	ABZ	TUNNEL	 Tunnel vers l'objet	M	4	
ABITABFLD  	ABZ	TYPDAT	 Type de date	A	10	
ABITABFLD  	ABZ	TYPFLD	 Type de champ	M	15	
ABITABFLD  	ABZ	TYPOPE	 Compte distinct	M	4	
ABITABFLD  	ABZ	UPDDATTIM	 Date et heure	ADATIM		
ABITABFLD  	ABZ	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABZ]UPDUSR
ABITABIND  	ABX	ACTIND	 Code d'activité	ACV		[ACV]CODACT=[ABX]ACTIND
ABITABIND  	ABX	AUUID	 Identifiant unique	AUUID		
ABITABIND  	ABX	CODABF	 Tableaux de faits	ABF		[ABF]ABF0=[ABX]CODABF
ABITABIND  	ABX	CREDATTIM	 Date et heure	ADATIM		
ABITABIND  	ABX	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABX]CREUSR
ABITABIND  	ABX	EXPIND	 Description	A	80	
ABITABIND  	ABX	NUMIND	 Numéro de ligne	C	4	
ABITABIND  	ABX	UPDDATTIM	 Date et heure	ADATIM		
ABITABIND  	ABX	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABX]UPDUSR
ABITABLNK  	ABK	AUUID	 Identifiant unique	AUUID		
ABITABLNK  	ABK	CODABF	 Tableaux de faits	ABF		[ABF]ABF0=[ABK]CODABF
ABITABLNK  	ABK	CODLNK	 Dimension	ABI		[ABI]ABI0=[ABK]CODLNK
ABITABLNK  	ABK	CREDATTIM	 Date et heure	ADATIM		
ABITABLNK  	ABK	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABK]CREUSR
ABITABLNK  	ABK	EXPLNK	 Expression de lien	A	80	
ABITABLNK  	ABK	INTCOMP	 information additionnelle	ATX		
ABITABLNK  	ABK	INTLNK	 Description	ATX		
ABITABLNK  	ABK	INTVALCOMP	 information additionnelle	A	60	
ABITABLNK  	ABK	INTVALLNK	 Description	A	60	
ABITABLNK  	ABK	NUMLNK	 Numéro de ligne	C	4	
ABITABLNK  	ABK	OPTJNT	 Option de participation	M	15	
ABITABLNK  	ABK	TYPJNT	 Type de jointure	M	15	
ABITABLNK  	ABK	UPDDATTIM	 Date et heure	ADATIM		
ABITABLNK  	ABK	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABK]UPDUSR
ABITRAUNV  	ATV	ABM	 Datamart	ABM		[ABM]ABM0=[ATV]ABM
ABITRAUNV  	ATV	AUUID	 Identifiant unique	AUUID		
ABITRAUNV  	ATV	CREDAT	 Date créée	D		
ABITRAUNV  	ATV	CREDATTIM	 Date et heure	ADATIM		
ABITRAUNV  	ATV	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ATV]CREUSR
ABITRAUNV  	ATV	LANREF	 Langue de référence	LAN		[TLA]TLA0=[ATV]LANREF
ABITRAUNV  	ATV	LANTRA	 Langue de traduction	LAN		[TLA]TLA0=[ATV]LANTRA
ABITRAUNV  	ATV	RAPORT	 Rapport	A	80	
ABITRAUNV  	ATV	STA	 Statut	M	4	
ABITRAUNV  	ATV	TEXTE	 Texte	A	80	
ABITRAUNV  	ATV	TXTREF	 N° de référence du texte	ATX		
ABITRAUNV  	ATV	TXTTRA	 Texte à traduire	A	80	
ABITRAUNV  	ATV	TYPERR	 Erreur	M	15	
ABITRAUNV  	ATV	UPDDAT	 Date de modification	D		
ABITRAUNV  	ATV	UPDDATTIM	 Date et heure	ADATIM		
ABITRAUNV  	ATV	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[ATV]UPDUSR
ABLBSYS  	ASB	AUUID	 Identifiant unique	AUUID		
ABLBSYS  	ASB	BLOB	 Fichier d'image	AB0	9	
ABLBSYS  	ASB	CAT	 Catégorie	ADI		"[ADI]CODE=914;CAT"
ABLBSYS  	ASB	CODFIC	 Code	ASB		[ASB]ASB0=[ASB]CODFIC
ABLBSYS  	ASB	CREDAT	 Date créée	D		
ABLBSYS  	ASB	CREDATTIM	 Date et heure	ADATIM		
ABLBSYS  	ASB	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ASB]CREUSR
ABLBSYS  	ASB	INTIT	 Description	DES		
ABLBSYS  	ASB	INTIT1	 Description	ATX		
ABLBSYS  	ASB	NAMFIC	 Nom de fichier	FIC	250	
ABLBSYS  	ASB	TYPFIC	 Taper	AT		
ABLBSYS  	ASB	UPDDATTIM	 Date et heure	ADATIM		
ABLBSYS  	ASB	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ASB]UPDUSR
ABLOB  	ABB	AUUID	 Identifiant unique	AUUID		
ABLOB  	ABB	BLOB	 Fichier d'image	ABB		
ABLOB  	ABB	CNTTYP	 Type de contenu	ATYP		[ATYP]ATYP0=CNTTYP
ABLOB  	ABB	CODBLB	 Code	A	12	
ABLOB  	ABB	CREDAT	 Date créée	D		
ABLOB  	ABB	CREDATTIM	 Date et heure	ADATIM		
ABLOB  	ABB	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ABB]CREUSR
ABLOB  	ABB	IDENT1	 Identifiant 1	ID1		
ABLOB  	ABB	IDENT2	 Identifiant 2	ID2		
ABLOB  	ABB	IDENT3	 Identifiant 3	A	10	
ABLOB  	ABB	NAMBLB	 Nom de fichier	DES		
ABLOB  	ABB	TYPBLB	 Taper	AT		
ABLOB  	ABB	UPDDATTIM	 Date et heure	ADATIM		
ABLOB  	ABB	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ABB]UPDUSR
ACALCUL  	AKL	AUUID	 Identifiant unique	AUUID		
ACALCUL  	AKL	CREDATTIM	 Date et heure	ADATIM		
ACALCUL  	AKL	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[AKL]CREUSR
ACALCUL  	AKL	FORMUL	 Formule	AFR	250	
ACALCUL  	AKL	NUM	 Numéro de séquence.	L	8	
ACALCUL  	AKL	RES	 Résultat	A	250	
ACALCUL  	AKL	TRC	 Troncature	C	1	
ACALCUL  	AKL	UPDDATTIM	 Date et heure	ADATIM		
ACALCUL  	AKL	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[AKL]UPDUSR
ACALCUL  	AKL	USR	 Code	AUS		[AUS]CODUSR=[AKL]USR
ACCCOD  	ACS	AUUID	 Identifiant unique	AUUID		
ACCCOD  	ACS	CODACC	 Code d'accès	ACS		[ACS]ACS0=[ACS]CODACC
ACCCOD  	ACS	CREDAT	 Date créée	D		
ACCCOD  	ACS	CREDATTIM	 Date et heure	ADATIM		
ACCCOD  	ACS	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ACS]CREUSR
ACCCOD  	ACS	DESACC	 Description	AX3		
ACCCOD  	ACS	INTACC	 Description	A	30	
ACCCOD  	ACS	UPDDAT	 Date de modification	D		
ACCCOD  	ACS	UPDDATTIM	 Date et heure	ADATIM		
ACCCOD  	ACS	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[ACS]UPDUSR
ACCES  	ACC	AUUID	 Identifiant unique	AUUID		
ACCES  	ACC	CODACC	 Code d'accès	ACS		[ACS]ACS0=[ACC]CODACC
ACCES  	ACC	CONSUL	 Enquête	M	4	
ACCES  	ACC	CREDATTIM	 Date et heure	ADATIM		
ACCES  	ACC	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ACC]CREUSR
ACCES  	ACC	EXEC	 Exécution	M	4	
ACCES  	ACC	MODIF	 Modification	M	4	
ACCES  	ACC	PRFCOD	 Code profil	AFT		[AFT]AFT0=[ACC]PRFCOD
ACCES  	ACC	UPDDATTIM	 Date et heure	ADATIM		
ACCES  	ACC	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ACC]UPDUSR
ACCES  	ACC	USR	 Code d'utilisateur	AUS		[AUS]CODUSR=[ACC]USR
ACHANGE  	ACG	AUUID	 Identifiant unique	AUUID		
ACHANGE  	ACG	CLE1	 Identifiant	ID1		
ACHANGE  	ACG	CLE2	 Identifiant	ID2		
ACHANGE  	ACG	COD	 Code	ACG		"[ACG]ACG0=COD;[V]GSUPCLE"
ACHANGE  	ACG	CREDATTIM	 Date et heure	ADATIM		
ACHANGE  	ACG	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ACG]CREUSR
ACHANGE  	ACG	ENAFLG	 Actif	M	4	
ACHANGE  	ACG	INTIT	 Description	AX3		
ACHANGE  	ACG	LIG	 Numéro de ligne	C	3	
ACHANGE  	ACG	NEWCOD	 Nouveau code	ID1		
ACHANGE  	ACG	OBJ	 Objet	AOB		[AOB]ABREV=[ACG]OBJ
ACHANGE  	ACG	UPDDATTIM	 Date et heure	ADATIM		
ACHANGE  	ACG	UPDUSR	 Utilisateur	AUS		[AUS]CODUSR=[ACG]UPDUSR
ACLACOL  	ACLAC	ACTCOL	 Code d'activité	ACV		[ACV]CODACT=[ACLAC]ACTCOL
ACLACOL  	ACLAC	AUUID	 Identifiant unique	AUUID		
ACLACOL  	ACLAC	CODCLA	 Code de la classe	ACLA		[ACLA]ACLA0=[ACLAC]CODCLA
ACLACOL  	ACLAC	CODCOL	 Collection	AVA		
ACLACOL  	ACLAC	CREDATTIM	 Date et heure	ADATIM		
ACLACOL  	ACLAC	CREUSR	 Utilisateur de création	AUS		[AUS]CODUSR=[ACLAC]CREUSR
ACLACOL  	ACLAC	FLGAPDCOL	 Ajout	M	4	
ACLACOL  	ACLAC	FLGINSCOL	 Insertion	M	4	
ACLACOL  	ACLAC	FLGSUPCOL	 Effacement	M	4	
ACLACOL  	ACLAC	FLGTRICOL	 Trier	M	4	
ACLACOL  	ACLAC	INTCOL	 Description de la collection	ATX		
ACLACOL  	ACLAC	MAXCOL	 Maxi	C	4	
ACLACOL  	ACLAC	MINCOL	 Mini	M	15	
ACLACOL  	ACLAC	PROCOL	 Numéro de séquence	AVA		
ACLACOL  	ACLAC	UPDDATTIM	 Date et heure	ADATIM		
ACLACOL  	ACLAC	UPDUSR	 Changer d'utilisateur	AUS		[AUS]CODUSR=[ACLAC]UPDUSR
ACLAFLD  	ACLAF	ACS	 Code d'accès	ACS		[ACS]ACS0=[ACLAF]ACS
ACLAFLD  	ACLAF	ACTFLD	 Code d'activité	ACV		[ACV]CODACT=[ACLAF]ACTFLD
ACLAFLD  	ACLAF	AUUID	 Identifiant unique	AUUID		
ACLAFLD  	ACLAF	CATSEARCH	 Catégorie	ADI		"[ADI]CODE=16;CATSEARCH"
ACLAFLD  	ACLAF	CODCLA	 Code de la classe	ACLA		[ACLA]ACLA0=[ACLAF]CODCLA
ACLAFLD  	ACLAF	CODCTL	 Tableau de contrôle	ACL		[ACL]ACL0=[ACLAF]CODCTL
ACLAFLD  	ACLAF	CODTYP	 Type de données	ATY		[ATY]CODTYP=[ACLAF]CODTYP
ACLAFLD  	ACLAF	CREDATTIM	 Date et heure	ADATIM		
ACLAFLD  	ACLAF	CREUSR	 Utilisateur	AUS		[AUS]CODUSR=[ACLAF]CREUSR
ACLAFLD  	ACLAF	FLDCLA	 Code de champ	AVA		
ACLAFLD  	ACLAF	FLDGRP	 Groupe	AVA		
ACLAFLD  	ACLAF	FLDSEARCH	 Consultable	M	4	
ACLAFLD  	ACLAF	FLGACCGET	 OBTENIR l'accesseur	M	4	
